number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
58,0.8110789730284086,2026-04-12 23:15:07.781238,2026-04-12 23:15:09.287100,0 days 00:00:01.505862,0.7578269217635591,0.8301793951564252,0.01004790700937875,3,10,558,0.8613015460064196,1.542549780714424,0.745816955765551,COMPLETE
59,0.8108907296775001,2026-04-12 23:15:09.287100,2026-04-12 23:15:10.731664,0 days 00:00:01.444564,0.8344097205691348,0.8911127509292252,0.01669374120394739,8,7,637,1.5054887661429153,4.884445382774665,0.8265621732557958,COMPLETE
60,0.8182498878953004,2026-04-12 23:15:10.731664,2026-04-12 23:15:12.622619,0 days 00:00:01.890955,0.6958970042536624,0.800623038556586,0.01458931115477345,4,21,719,0.5009941151758435,0.693074009100484,0.6971892657895633,COMPLETE
61,0.8172971031136081,2026-04-12 23:15:12.622619,2026-04-12 23:15:13.224988,0 days 00:00:00.602369,0.6128956103055551,0.7472446343481387,0.06844015469585082,4,27,794,1.0731677838983453,2.0444901903482386,0.7616605456362758,COMPLETE
62,0.8180719506049446,2026-04-12 23:15:13.227000,2026-04-12 23:15:14.111067,0 days 00:00:00.884067,0.46534233539492753,0.7045388754741094,0.055316532632264416,5,29,661,0.7497858699210286,2.539605461737099,0.7814579715196015,COMPLETE
63,0.8200025491725285,2026-04-12 23:15:14.111067,2026-04-12 23:15:15.687692,0 days 00:00:01.576625,0.6506825150547811,0.6082747546363209,0.019434719051595543,4,30,501,1.212523249460816,1.8344090868121876,0.7335859911093658,COMPLETE
64,0.8208611071148835,2026-04-12 23:15:15.687692,2026-04-12 23:15:16.785807,0 days 00:00:01.098115,0.7674067508175543,0.7841345288886659,0.03413731783413111,4,28,570,1.4586007999654773,0.6255616366520308,0.7687623314672276,COMPLETE
65,0.8189761496726038,2026-04-12 23:15:16.785807,2026-04-12 23:15:17.783167,0 days 00:00:00.997360,0.8141015671731983,0.8607963329952898,0.03253147340529132,3,24,533,1.5992713607320679,0.9308063577899217,0.7151167494015033,COMPLETE
66,0.8166850493134481,2026-04-12 23:15:17.785181,2026-04-12 23:15:18.892442,0 days 00:00:01.107261,0.76892614086918,0.7808879610344679,0.02338419784551199,4,27,584,1.7122837418288432,1.0545845396177214,0.7561397945457341,COMPLETE
67,0.8173345414560234,2026-04-12 23:15:18.892442,2026-04-12 23:15:20.016812,0 days 00:00:01.124370,0.7372939405825332,0.9417839675153665,0.017208400181179712,4,28,356,1.3293819235904727,0.6382277460947513,0.6623546464067892,COMPLETE
68,0.816389538801687,2026-04-12 23:15:20.016812,2026-04-12 23:15:21.035184,0 days 00:00:01.018372,0.7157714772207211,0.8187770493076441,0.012303022413498432,5,8,472,1.4310509533250946,1.23329334327491,0.7926129618592285,COMPLETE
69,0.8111025297382428,2026-04-12 23:15:21.035184,2026-04-12 23:15:22.158160,0 days 00:00:01.122976,0.8360558243580029,0.7345126357017828,0.014774954166959913,3,2,409,1.525928065387987,0.6073785527303398,0.732886503658908,COMPLETE
70,0.8175244674290627,2026-04-12 23:15:22.158160,2026-04-12 23:15:22.730687,0 days 00:00:00.572527,0.7874298792083331,0.8966136449152605,0.045351188298698046,5,26,597,0.9642184099450546,3.9069388130466645,0.6761094287188277,COMPLETE
71,0.8213217249232515,2026-04-12 23:15:22.730687,2026-04-12 23:15:23.790343,0 days 00:00:01.059656,0.6648761789303151,0.6524121370521735,0.029579977614625025,4,29,661,1.38723438193499,0.8530464924419683,0.7700731136097676,COMPLETE
72,0.821547406616575,2026-04-12 23:15:23.790343,2026-04-12 23:15:24.845235,0 days 00:00:01.054892,0.6804192505188567,0.8541705624938563,0.029769335350789013,4,29,729,1.4045525908867007,0.8072035184918491,0.7671136341129093,COMPLETE
73,0.822133379773704,2026-04-12 23:15:24.846238,2026-04-12 23:15:26.200404,0 days 00:00:01.354166,0.6759186720123014,0.784544033656961,0.035374963374341525,4,29,743,1.4032429494776615,0.8571339183803867,0.7676938319477212,COMPLETE
74,0.8198336559761269,2026-04-12 23:15:26.200404,2026-04-12 23:15:27.255093,0 days 00:00:01.054689,0.6621522797869142,0.719323175366887,0.0297154820448642,4,29,819,1.9865284821526032,0.821339314507801,0.7895250130565369,COMPLETE
75,0.8193820822617135,2026-04-12 23:15:27.257100,2026-04-12 23:15:28.092755,0 days 00:00:00.835655,0.6871276355793178,0.5608260183228576,0.04238083441847333,4,30,707,1.3827231602063543,1.4362570485374575,0.8113740072363279,COMPLETE
76,0.8170600637209,2026-04-12 23:15:28.094759,2026-04-12 23:15:30.009366,0 days 00:00:01.914607,0.6207183221529665,0.10777872808815098,0.029026643593389356,3,29,888,1.3031985353699007,1.1500765127280301,0.748643599851534,COMPLETE
77,0.8213597942489659,2026-04-12 23:15:30.009366,2026-04-12 23:15:30.911847,0 days 00:00:00.902481,0.6669542672241857,0.648347542522714,0.024752948633748707,5,27,726,1.5622999745970712,0.9085472224178834,0.8487323588274189,COMPLETE
78,0.8128415197106562,2026-04-12 23:15:30.911847,2026-04-12 23:15:31.430532,0 days 00:00:00.518685,0.6377414034853148,0.8546437946881139,0.021199260585247817,6,25,733,1.5555060390362496,0.9162655142071338,0.9247001386902708,COMPLETE
79,0.8137341507511645,2026-04-12 23:15:31.430532,2026-04-12 23:15:32.069379,0 days 00:00:00.638847,0.7227149366697132,0.6595921746648098,0.02502022154617837,5,12,940,1.648017607902397,1.3348326250605718,0.8627453893931598,COMPLETE
80,0.8162294793714732,2026-04-12 23:15:32.069379,2026-04-12 23:15:33.110206,0 days 00:00:01.040827,0.6982047494683346,0.307012105745174,0.027096368918033926,5,28,848,1.7161660839765127,3.158881493440134,0.9068004528620003,COMPLETE
81,0.8204715800915514,2026-04-12 23:15:33.110206,2026-04-12 23:15:34.316576,0 days 00:00:01.206370,0.666320236919887,0.6785270684884971,0.03102385271821204,4,30,657,1.3995363936808993,0.717348846406882,0.7655325840328258,COMPLETE
82,0.8190320968584602,2026-04-12 23:15:34.316576,2026-04-12 23:15:35.378199,0 days 00:00:01.061623,0.6505791514354426,0.6383483795676406,0.03488767210985301,4,27,743,1.4913535181193298,0.8766429379897931,0.8268413032728446,COMPLETE
83,0.8202187661163651,2026-04-12 23:15:35.378199,2026-04-12 23:15:36.008552,0 days 00:00:00.630353,0.6834671624635245,0.6904839078217855,0.03919950123276499,4,28,664,1.2399020995067296,1.0857412171399978,0.7747987887305753,COMPLETE
84,0.8134323304064119,2026-04-12 23:15:36.008552,2026-04-12 23:15:37.079247,0 days 00:00:01.070695,0.7066045054342747,0.7972938625925627,0.022407974899478458,7,16,792,1.5897586514078896,0.524524279019141,0.7426981660918882,COMPLETE
85,0.8185397195573694,2026-04-12 23:15:37.079247,2026-04-12 23:15:38.122161,0 days 00:00:01.042914,0.6712634360268407,0.7343207706740527,0.026101008461375745,5,29,696,1.4273766117130193,0.8015883212292698,0.8028654506658918,COMPLETE
86,0.81804376668425,2026-04-12 23:15:38.122161,2026-04-12 23:15:39.202305,0 days 00:00:01.080144,0.5870821890700585,0.5935996851288687,0.03230396745319461,4,27,762,1.3595506158263617,1.0057641925522058,0.9712143622575615,COMPLETE
87,0.8184827207326809,2026-04-12 23:15:39.202305,2026-04-12 23:15:40.699788,0 days 00:00:01.497483,0.6296905779133759,0.7689184878988939,0.019800656771991363,4,30,846,1.1758871722151403,0.7358135135943501,0.8442315661788812,COMPLETE
88,0.821270404948255,2026-04-12 23:15:40.701849,2026-04-12 23:15:41.848516,0 days 00:00:01.146667,0.6086089350081048,0.6199936184843146,0.04922210274556982,3,29,630,1.3021277529705975,1.5244642642826607,0.7047505423696118,COMPLETE
89,0.8176456162224965,2026-04-12 23:15:41.848516,2026-04-12 23:15:42.484938,0 days 00:00:00.636422,0.6064121925510806,0.43855192692916056,0.05301952443590249,3,26,623,1.5408910472529012,1.183332374324575,0.7029293716011149,COMPLETE
90,0.8212577852822724,2026-04-12 23:15:42.484938,2026-04-12 23:15:43.762955,0 days 00:00:01.278017,0.5616611954055885,0.5419128667391357,0.04934348526755354,3,29,606,1.3024745522779815,1.4883173091341102,0.7138773599900705,COMPLETE
91,0.8169178821508286,2026-04-12 23:15:43.762955,2026-04-12 23:15:44.545475,0 days 00:00:00.782520,0.5521374816592275,0.5151370418395897,0.06206093033028344,3,29,607,1.3222517341887077,1.730638017442342,0.7255349563749899,COMPLETE
92,0.8214916697584849,2026-04-12 23:15:44.545475,2026-04-12 23:15:45.828936,0 days 00:00:01.283461,0.5698617040717104,0.4767003570633744,0.049518789244122834,3,28,637,1.4765577264063232,1.505480572370607,0.6310824554565234,COMPLETE
93,0.824296600850902,2026-04-12 23:15:45.828936,2026-04-12 23:15:46.972732,0 days 00:00:01.143796,0.5144286739393993,0.49810183336109587,0.05116893498134126,3,28,702,1.4309605544971264,1.4409130103773808,0.5680662191480316,COMPLETE
94,0.8218185191074363,2026-04-12 23:15:46.972732,2026-04-12 23:15:48.205963,0 days 00:00:01.233231,0.5195672267275622,0.351659018531218,0.04700749998608955,3,28,682,1.4271292170982968,1.6447055679706803,0.58719343576302,COMPLETE
95,0.8240357944205934,2026-04-12 23:15:48.205963,2026-04-12 23:15:49.373735,0 days 00:00:01.167772,0.5054427982070377,0.4722309739822649,0.06037819035947057,3,28,684,1.442210895310673,1.5443386521050095,0.5861922111818204,COMPLETE
96,0.8208116800897847,2026-04-12 23:15:49.373735,2026-04-12 23:15:50.288640,0 days 00:00:00.914905,0.5079274383914743,0.36121775533045425,0.05697937583057756,3,25,686,1.607051039066358,1.6888554582419044,0.5796274730703423,COMPLETE
97,0.8201737559743602,2026-04-12 23:15:50.288640,2026-04-12 23:15:51.822293,0 days 00:00:01.533653,0.5189637048378954,0.48509687565244775,0.0437467314502809,3,28,1039,1.667152898596136,1.923624883656155,0.5023030129182747,COMPLETE
98,0.8231362225637945,2026-04-12 23:15:51.822293,2026-04-12 23:15:52.653204,0 days 00:00:00.830911,0.46939919744411773,0.29871821315944636,0.07530313436105918,3,26,811,1.4315598647883445,1.3656643718452703,0.5987811434625187,COMPLETE
99,0.8219604903497415,2026-04-12 23:15:52.653204,2026-04-12 23:15:53.707245,0 days 00:00:01.054041,0.47608516185586613,0.4047876764350672,0.07067266786838164,3,26,811,1.4450446503910293,1.3810076310092587,0.5987189099228017,COMPLETE
